,date,state,name,wholesalePrice,retailPrice,shoppingmallPrice,units,image
218,2024-05-05,Uttar Pradesh,Tomato,25,29 - 32,30 - 41,1kg,resource/images/vegetables/tomato-64.png
219,2024-05-05,Uttar Pradesh,Green Chilli,40,46 - 51,48 - 66,1kg,resource/images/vegetables/greenchili-64.png
220,2024-05-05,Uttar Pradesh,Beetroot,39,45 - 50,47 - 64,1kg,resource/images/vegetables/beetroot-64.png
221,2024-05-05,Uttar Pradesh,Potato,27,31 - 34,32 - 45,1kg,resource/images/vegetables/potato-64.png
222,2024-05-05,Uttar Pradesh,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,resource/images/vegetables/plantain-64.png
223,2024-05-05,Uttar Pradesh,Amaranth Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/amaranthleaves-64.png
224,2024-05-05,Uttar Pradesh,Amla,75,86 - 95,90 - 124,1kg,resource/images/vegetables/amla-64.png
225,2024-05-05,Uttar Pradesh,Ash gourd,16,18 - 20,19 - 26,1kg,resource/images/vegetables/ashgourd-64.png
226,2024-05-05,Uttar Pradesh,Baby Corn,59,68 - 75,71 - 97,1kg,resource/images/vegetables/babycorn-64.png
227,2024-05-05,Uttar Pradesh,Banana Flower,18,21 - 23,22 - 30,1kg,resource/images/vegetables/bananaflower-64.png
228,2024-05-05,Uttar Pradesh,Capsicum,46,53 - 58,55 - 76,1kg,resource/images/vegetables/capsicum-64.png
229,2024-05-05,Uttar Pradesh,Bitter Gourd,35,40 - 44,42 - 58,1kg,resource/images/vegetables/bittergourd-64.png
230,2024-05-05,Uttar Pradesh,Bottle Gourd,27,31 - 34,32 - 45,1kg,resource/images/vegetables/bottlegourd-64.png
231,2024-05-05,Uttar Pradesh,Butter Beans,46,53 - 58,55 - 76,1kg,resource/images/vegetables/butterbeans-64.png
232,2024-05-05,Uttar Pradesh,Broad Beans,35,40 - 44,42 - 58,1kg,resource/images/vegetables/broadbeans-64.png
233,2024-05-05,Uttar Pradesh,Cabbage,20,23 - 25,24 - 33,1kg,resource/images/vegetables/cabbage-64.png
234,2024-05-05,Uttar Pradesh,Carrot,44,51 - 56,53 - 73,1kg,resource/images/vegetables/carrot-64.png
235,2024-05-05,Uttar Pradesh,Cauliflower,26,30 - 33,31 - 43,1kg,resource/images/vegetables/cauliflower-64.png
236,2024-05-05,Uttar Pradesh,Cluster beans,43,49 - 55,52 - 71,1kg,resource/images/vegetables/clusterbeans-64.png
237,2024-05-05,Uttar Pradesh,Coconut,35,40 - 44,42 - 58,1kg,resource/images/vegetables/coconut-64.png
238,2024-05-05,Uttar Pradesh,Colocasia Leaves,17,20 - 22,20 - 28,1kg,resource/images/vegetables/colocasialeaves-64.png
239,2024-05-05,Uttar Pradesh,Colocasia,27,31 - 34,32 - 45,1kg,resource/images/vegetables/colocasia-64.png
240,2024-05-05,Uttar Pradesh,Coriander Leaves,8,9 - 10,10 - 13,1kg,resource/images/vegetables/corianderleaves-64.png
241,2024-05-05,Uttar Pradesh,Corn,30,35 - 38,36 - 50,1kg,resource/images/vegetables/corn-64.png
242,2024-05-05,Uttar Pradesh,Cucumber,27,31 - 34,32 - 45,1kg,resource/images/vegetables/cucumber-64.png
243,2024-05-05,Uttar Pradesh,Curry Leaves,27,31 - 34,32 - 45,1kg,resource/images/vegetables/curryleaves-64.png
244,2024-05-05,Uttar Pradesh,Dill Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/dillleaves-64.png
245,2024-05-05,Uttar Pradesh,Drumsticks,40,46 - 51,48 - 66,1kg,resource/images/vegetables/drumsticks-64.png
246,2024-05-05,Uttar Pradesh,Brinjal,26,30 - 33,31 - 43,1kg,resource/images/vegetables/brinjal-64.png
247,2024-05-05,Uttar Pradesh,Brinjal (Big),25,29 - 32,30 - 41,1kg,resource/images/vegetables/brinjalbig-64.png
248,2024-05-05,Uttar Pradesh,Elephant Yam,27,31 - 34,32 - 45,1kg,resource/images/vegetables/elephantyam-64.png
249,2024-05-05,Uttar Pradesh,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,resource/images/vegetables/fenugreekleaves-64.png
250,2024-05-05,Uttar Pradesh,French Beans,55,63 - 70,66 - 91,1kg,resource/images/vegetables/frenchbeans-64.png
251,2024-05-05,Uttar Pradesh,Garlic,164,189 - 208,197 - 271,1kg,resource/images/vegetables/garlic-64.png
252,2024-05-05,Uttar Pradesh,Ginger,102,117 - 130,122 - 168,1kg,resource/images/vegetables/ginger-64.png
253,2024-05-05,Uttar Pradesh,Onion Green,45,52 - 57,54 - 74,1kg,resource/images/vegetables/oniongreen-64.png
254,2024-05-05,Uttar Pradesh,Green Peas,49,56 - 62,59 - 81,1kg,resource/images/vegetables/greenpeas-64.png
255,2024-05-05,Uttar Pradesh,Ivy Gourd,24,28 - 30,29 - 40,1kg,resource/images/vegetables/ivygourd-64.png
256,2024-05-05,Uttar Pradesh,Lemon (Lime),62,71 - 79,74 - 102,1kg,resource/images/vegetables/lemon-64.png
257,2024-05-05,Uttar Pradesh,Mango Raw,27,31 - 34,32 - 45,1kg,resource/images/vegetables/mangoraw-64.png
258,2024-05-05,Uttar Pradesh,Mint Leaves,4,5 - 5,5 - 7,1kg,resource/images/vegetables/mintleaves-64.png
259,2024-05-05,Uttar Pradesh,Mushroom,94,108 - 119,113 - 155,1kg,resource/images/vegetables/mushroom-64.png
260,2024-05-05,Uttar Pradesh,Mustard Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/mustardleaves-64.png
261,2024-05-05,Uttar Pradesh,Ladies Finger,38,44 - 48,46 - 63,1kg,resource/images/vegetables/ladiesfinger-64.png
262,2024-05-05,Uttar Pradesh,Pumpkin,23,26 - 29,28 - 38,1kg,resource/images/vegetables/pumpkin-64.png
263,2024-05-05,Uttar Pradesh,Radish,24,28 - 30,29 - 40,1kg,resource/images/vegetables/radish-64.png
264,2024-05-05,Uttar Pradesh,Ridge Gourd,34,39 - 43,41 - 56,1kg,resource/images/vegetables/ridgegourd-64.png
265,2024-05-05,Uttar Pradesh,Shallot (Pearl Onion),33,38 - 42,40 - 54,1kg,resource/images/vegetables/shallot-64.png
266,2024-05-05,Uttar Pradesh,Snake Gourd,27,31 - 34,32 - 45,1kg,resource/images/vegetables/snakegourd-64.png
267,2024-05-05,Uttar Pradesh,Sorrel Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/sorrelleaves-64.png
268,2024-05-05,Uttar Pradesh,Spinach,13,15 - 17,16 - 21,1kg,resource/images/vegetables/spinach-64.png
269,2024-05-05,Uttar Pradesh,Sweet Potato,37,43 - 47,44 - 61,1kg,resource/images/vegetables/sweetpotato-64.png
270,2024-05-06,Uttar Pradesh,Onion Big,26,30 - 33,31 - 43,1kg,resource/images/vegetables/onionbig-64.png
271,2024-05-06,Uttar Pradesh,Onion Small,34,39 - 43,41 - 56,1kg,resource/images/vegetables/onionsmall-64.png
272,2024-05-06,Uttar Pradesh,Tomato,25,29 - 32,30 - 41,1kg,resource/images/vegetables/tomato-64.png
273,2024-05-06,Uttar Pradesh,Green Chilli,40,46 - 51,48 - 66,1kg,resource/images/vegetables/greenchili-64.png
274,2024-05-06,Uttar Pradesh,Beetroot,39,45 - 50,47 - 64,1kg,resource/images/vegetables/beetroot-64.png
275,2024-05-06,Uttar Pradesh,Potato,27,31 - 34,32 - 45,1kg,resource/images/vegetables/potato-64.png
276,2024-05-06,Uttar Pradesh,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,resource/images/vegetables/plantain-64.png
277,2024-05-06,Uttar Pradesh,Amaranth Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/amaranthleaves-64.png
278,2024-05-06,Uttar Pradesh,Amla,75,86 - 95,90 - 124,1kg,resource/images/vegetables/amla-64.png
279,2024-05-06,Uttar Pradesh,Ash gourd,16,18 - 20,19 - 26,1kg,resource/images/vegetables/ashgourd-64.png
280,2024-05-06,Uttar Pradesh,Baby Corn,59,68 - 75,71 - 97,1kg,resource/images/vegetables/babycorn-64.png
281,2024-05-06,Uttar Pradesh,Banana Flower,18,21 - 23,22 - 30,1kg,resource/images/vegetables/bananaflower-64.png
282,2024-05-06,Uttar Pradesh,Capsicum,46,53 - 58,55 - 76,1kg,resource/images/vegetables/capsicum-64.png
283,2024-05-06,Uttar Pradesh,Bitter Gourd,35,40 - 44,42 - 58,1kg,resource/images/vegetables/bittergourd-64.png
284,2024-05-06,Uttar Pradesh,Bottle Gourd,27,31 - 34,32 - 45,1kg,resource/images/vegetables/bottlegourd-64.png
285,2024-05-06,Uttar Pradesh,Butter Beans,46,53 - 58,55 - 76,1kg,resource/images/vegetables/butterbeans-64.png
286,2024-05-06,Uttar Pradesh,Broad Beans,35,40 - 44,42 - 58,1kg,resource/images/vegetables/broadbeans-64.png
287,2024-05-06,Uttar Pradesh,Cabbage,20,23 - 25,24 - 33,1kg,resource/images/vegetables/cabbage-64.png
288,2024-05-06,Uttar Pradesh,Carrot,44,51 - 56,53 - 73,1kg,resource/images/vegetables/carrot-64.png
289,2024-05-06,Uttar Pradesh,Cauliflower,26,30 - 33,31 - 43,1kg,resource/images/vegetables/cauliflower-64.png
290,2024-05-06,Uttar Pradesh,Cluster beans,43,49 - 55,52 - 71,1kg,resource/images/vegetables/clusterbeans-64.png
291,2024-05-06,Uttar Pradesh,Coconut,35,40 - 44,42 - 58,1kg,resource/images/vegetables/coconut-64.png
292,2024-05-06,Uttar Pradesh,Colocasia Leaves,17,20 - 22,20 - 28,1kg,resource/images/vegetables/colocasialeaves-64.png
293,2024-05-06,Uttar Pradesh,Colocasia,27,31 - 34,32 - 45,1kg,resource/images/vegetables/colocasia-64.png
294,2024-05-06,Uttar Pradesh,Coriander Leaves,8,9 - 10,10 - 13,1kg,resource/images/vegetables/corianderleaves-64.png
295,2024-05-06,Uttar Pradesh,Corn,30,35 - 38,36 - 50,1kg,resource/images/vegetables/corn-64.png
296,2024-05-06,Uttar Pradesh,Cucumber,27,31 - 34,32 - 45,1kg,resource/images/vegetables/cucumber-64.png
297,2024-05-06,Uttar Pradesh,Curry Leaves,27,31 - 34,32 - 45,1kg,resource/images/vegetables/curryleaves-64.png
298,2024-05-06,Uttar Pradesh,Dill Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/dillleaves-64.png
299,2024-05-06,Uttar Pradesh,Drumsticks,40,46 - 51,48 - 66,1kg,resource/images/vegetables/drumsticks-64.png
300,2024-05-06,Uttar Pradesh,Brinjal,26,30 - 33,31 - 43,1kg,resource/images/vegetables/brinjal-64.png
301,2024-05-06,Uttar Pradesh,Brinjal (Big),25,29 - 32,30 - 41,1kg,resource/images/vegetables/brinjalbig-64.png
302,2024-05-06,Uttar Pradesh,Elephant Yam,27,31 - 34,32 - 45,1kg,resource/images/vegetables/elephantyam-64.png
303,2024-05-06,Uttar Pradesh,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,resource/images/vegetables/fenugreekleaves-64.png
304,2024-05-06,Uttar Pradesh,French Beans,55,63 - 70,66 - 91,1kg,resource/images/vegetables/frenchbeans-64.png
305,2024-05-06,Uttar Pradesh,Garlic,164,189 - 208,197 - 271,1kg,resource/images/vegetables/garlic-64.png
306,2024-05-06,Uttar Pradesh,Ginger,102,117 - 130,122 - 168,1kg,resource/images/vegetables/ginger-64.png
307,2024-05-06,Uttar Pradesh,Onion Green,45,52 - 57,54 - 74,1kg,resource/images/vegetables/oniongreen-64.png
308,2024-05-06,Uttar Pradesh,Green Peas,49,56 - 62,59 - 81,1kg,resource/images/vegetables/greenpeas-64.png
309,2024-05-06,Uttar Pradesh,Ivy Gourd,24,28 - 30,29 - 40,1kg,resource/images/vegetables/ivygourd-64.png
310,2024-05-06,Uttar Pradesh,Lemon (Lime),62,71 - 79,74 - 102,1kg,resource/images/vegetables/lemon-64.png
311,2024-05-06,Uttar Pradesh,Mango Raw,27,31 - 34,32 - 45,1kg,resource/images/vegetables/mangoraw-64.png
312,2024-05-06,Uttar Pradesh,Mint Leaves,4,5 - 5,5 - 7,1kg,resource/images/vegetables/mintleaves-64.png
313,2024-05-06,Uttar Pradesh,Mushroom,94,108 - 119,113 - 155,1kg,resource/images/vegetables/mushroom-64.png
314,2024-05-06,Uttar Pradesh,Mustard Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/mustardleaves-64.png
315,2024-05-06,Uttar Pradesh,Ladies Finger,38,44 - 48,46 - 63,1kg,resource/images/vegetables/ladiesfinger-64.png
316,2024-05-06,Uttar Pradesh,Pumpkin,23,26 - 29,28 - 38,1kg,resource/images/vegetables/pumpkin-64.png
317,2024-05-06,Uttar Pradesh,Radish,24,28 - 30,29 - 40,1kg,resource/images/vegetables/radish-64.png
318,2024-05-06,Uttar Pradesh,Ridge Gourd,34,39 - 43,41 - 56,1kg,resource/images/vegetables/ridgegourd-64.png
319,2024-05-06,Uttar Pradesh,Shallot (Pearl Onion),33,38 - 42,40 - 54,1kg,resource/images/vegetables/shallot-64.png
320,2024-05-06,Uttar Pradesh,Snake Gourd,27,31 - 34,32 - 45,1kg,resource/images/vegetables/snakegourd-64.png
321,2024-05-06,Uttar Pradesh,Sorrel Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/sorrelleaves-64.png
322,2024-05-06,Uttar Pradesh,Spinach,13,15 - 17,16 - 21,1kg,resource/images/vegetables/spinach-64.png
323,2024-05-06,Uttar Pradesh,Sweet Potato,37,43 - 47,44 - 61,1kg,resource/images/vegetables/sweetpotato-64.png
324,2024-05-07,Uttar Pradesh,Onion Big,24,28 - 30,29 - 40,1kg,resource/images/vegetables/onionbig-64.png
325,2024-05-07,Uttar Pradesh,Onion Small,36,41 - 46,43 - 59,1kg,resource/images/vegetables/onionsmall-64.png
326,2024-05-07,Uttar Pradesh,Tomato,25,29 - 32,30 - 41,1kg,resource/images/vegetables/tomato-64.png
327,2024-05-07,Uttar Pradesh,Green Chilli,42,48 - 53,50 - 69,1kg,resource/images/vegetables/greenchili-64.png
328,2024-05-07,Uttar Pradesh,Beetroot,35,40 - 44,42 - 58,1kg,resource/images/vegetables/beetroot-64.png
329,2024-05-07,Uttar Pradesh,Potato,29,33 - 37,35 - 48,1kg,resource/images/vegetables/potato-64.png
330,2024-05-07,Uttar Pradesh,Raw Banana (Plantain),8,9 - 10,10 - 13,1kg,resource/images/vegetables/plantain-64.png
331,2024-05-07,Uttar Pradesh,Amaranth Leaves,13,15 - 17,16 - 21,1kg,resource/images/vegetables/amaranthleaves-64.png
332,2024-05-07,Uttar Pradesh,Amla,75,86 - 95,90 - 124,1kg,resource/images/vegetables/amla-64.png
333,2024-05-07,Uttar Pradesh,Ash gourd,22,25 - 28,26 - 36,1kg,resource/images/vegetables/ashgourd-64.png
334,2024-05-07,Uttar Pradesh,Baby Corn,52,60 - 66,62 - 86,1kg,resource/images/vegetables/babycorn-64.png
335,2024-05-07,Uttar Pradesh,Banana Flower,19,22 - 24,23 - 31,1kg,resource/images/vegetables/bananaflower-64.png
336,2024-05-07,Uttar Pradesh,Capsicum,43,49 - 55,52 - 71,1kg,resource/images/vegetables/capsicum-64.png
337,2024-05-07,Uttar Pradesh,Bitter Gourd,34,39 - 43,41 - 56,1kg,resource/images/vegetables/bittergourd-64.png
338,2024-05-07,Uttar Pradesh,Bottle Gourd,24,28 - 30,29 - 40,1kg,resource/images/vegetables/bottlegourd-64.png
339,2024-05-07,Uttar Pradesh,Butter Beans,47,54 - 60,56 - 78,1kg,resource/images/vegetables/butterbeans-64.png
340,2024-05-07,Uttar Pradesh,Broad Beans,26,30 - 33,31 - 43,1kg,resource/images/vegetables/broadbeans-64.png
341,2024-05-07,Uttar Pradesh,Cabbage,22,25 - 28,26 - 36,1kg,resource/images/vegetables/cabbage-64.png
342,2024-05-07,Uttar Pradesh,Carrot,42,48 - 53,50 - 69,1kg,resource/images/vegetables/carrot-64.png
343,2024-05-07,Uttar Pradesh,Cauliflower,24,28 - 30,29 - 40,1kg,resource/images/vegetables/cauliflower-64.png
344,2024-05-07,Uttar Pradesh,Cluster beans,43,49 - 55,52 - 71,1kg,resource/images/vegetables/clusterbeans-64.png
345,2024-05-07,Uttar Pradesh,Coconut,38,44 - 48,46 - 63,1kg,resource/images/vegetables/coconut-64.png
346,2024-05-07,Uttar Pradesh,Colocasia Leaves,17,20 - 22,20 - 28,1kg,resource/images/vegetables/colocasialeaves-64.png
347,2024-05-07,Uttar Pradesh,Colocasia,25,29 - 32,30 - 41,1kg,resource/images/vegetables/colocasia-64.png
348,2024-05-07,Uttar Pradesh,Coriander Leaves,6,7 - 8,7 - 10,1kg,resource/images/vegetables/corianderleaves-64.png
349,2024-05-07,Uttar Pradesh,Corn,30,35 - 38,36 - 50,1kg,resource/images/vegetables/corn-64.png
350,2024-05-07,Uttar Pradesh,Cucumber,25,29 - 32,30 - 41,1kg,resource/images/vegetables/cucumber-64.png
351,2024-05-07,Uttar Pradesh,Curry Leaves,29,33 - 37,35 - 48,1kg,resource/images/vegetables/curryleaves-64.png
352,2024-05-07,Uttar Pradesh,Dill Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/dillleaves-64.png
353,2024-05-07,Uttar Pradesh,Drumsticks,50,58 - 64,60 - 83,1kg,resource/images/vegetables/drumsticks-64.png
354,2024-05-07,Uttar Pradesh,Brinjal,24,28 - 30,29 - 40,1kg,resource/images/vegetables/brinjal-64.png
355,2024-05-07,Uttar Pradesh,Brinjal (Big),22,25 - 28,26 - 36,1kg,resource/images/vegetables/brinjalbig-64.png
356,2024-05-07,Uttar Pradesh,Elephant Yam,24,28 - 30,29 - 40,1kg,resource/images/vegetables/elephantyam-64.png
357,2024-05-07,Uttar Pradesh,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,resource/images/vegetables/fenugreekleaves-64.png
358,2024-05-07,Uttar Pradesh,French Beans,52,60 - 66,62 - 86,1kg,resource/images/vegetables/frenchbeans-64.png
359,2024-05-07,Uttar Pradesh,Garlic,156,179 - 198,187 - 257,1kg,resource/images/vegetables/garlic-64.png
360,2024-05-07,Uttar Pradesh,Ginger,100,115 - 127,120 - 165,1kg,resource/images/vegetables/ginger-64.png
361,2024-05-07,Uttar Pradesh,Onion Green,44,51 - 56,53 - 73,1kg,resource/images/vegetables/oniongreen-64.png
362,2024-05-07,Uttar Pradesh,Green Peas,44,51 - 56,53 - 73,1kg,resource/images/vegetables/greenpeas-64.png
363,2024-05-07,Uttar Pradesh,Ivy Gourd,26,30 - 33,31 - 43,1kg,resource/images/vegetables/ivygourd-64.png
364,2024-05-07,Uttar Pradesh,Lemon (Lime),75,86 - 95,90 - 124,1kg,resource/images/vegetables/lemon-64.png
365,2024-05-07,Uttar Pradesh,Mango Raw,30,35 - 38,36 - 50,1kg,resource/images/vegetables/mangoraw-64.png
366,2024-05-07,Uttar Pradesh,Mint Leaves,5,6 - 6,6 - 8,1kg,resource/images/vegetables/mintleaves-64.png
367,2024-05-07,Uttar Pradesh,Mushroom,91,105 - 116,109 - 150,1kg,resource/images/vegetables/mushroom-64.png
368,2024-05-07,Uttar Pradesh,Mustard Leaves,13,15 - 17,16 - 21,1kg,resource/images/vegetables/mustardleaves-64.png
369,2024-05-07,Uttar Pradesh,Ladies Finger,39,45 - 50,47 - 64,1kg,resource/images/vegetables/ladiesfinger-64.png
370,2024-05-07,Uttar Pradesh,Pumpkin,23,26 - 29,28 - 38,1kg,resource/images/vegetables/pumpkin-64.png
371,2024-05-07,Uttar Pradesh,Radish,24,28 - 30,29 - 40,1kg,resource/images/vegetables/radish-64.png
372,2024-05-07,Uttar Pradesh,Ridge Gourd,34,39 - 43,41 - 56,1kg,resource/images/vegetables/ridgegourd-64.png
373,2024-05-07,Uttar Pradesh,Shallot (Pearl Onion),29,33 - 37,35 - 48,1kg,resource/images/vegetables/shallot-64.png
374,2024-05-07,Uttar Pradesh,Snake Gourd,26,30 - 33,31 - 43,1kg,resource/images/vegetables/snakegourd-64.png
375,2024-05-07,Uttar Pradesh,Sorrel Leaves,15,17 - 19,18 - 25,1kg,resource/images/vegetables/sorrelleaves-64.png
376,2024-05-07,Uttar Pradesh,Spinach,10,12 - 13,12 - 17,1kg,resource/images/vegetables/spinach-64.png
377,2024-05-07,Uttar Pradesh,Sweet Potato,37,43 - 47,44 - 61,1kg,resource/images/vegetables/sweetpotato-64.png
378,2024-05-08,Uttar Pradesh,Onion Big,24,28 - 30,29 - 40,1kg,resource/images/vegetables/onionbig-64.png
379,2024-05-08,Uttar Pradesh,Onion Small,36,41 - 46,43 - 59,1kg,resource/images/vegetables/onionsmall-64.png
380,2024-05-08,Uttar Pradesh,Tomato,25,29 - 32,30 - 41,1kg,resource/images/vegetables/tomato-64.png
381,2024-05-08,Uttar Pradesh,Green Chilli,42,48 - 53,50 - 69,1kg,resource/images/vegetables/greenchili-64.png
382,2024-05-08,Uttar Pradesh,Beetroot,35,40 - 44,42 - 58,1kg,resource/images/vegetables/beetroot-64.png
383,2024-05-08,Uttar Pradesh,Potato,29,33 - 37,35 - 48,1kg,resource/images/vegetables/potato-64.png
384,2024-05-08,Uttar Pradesh,Raw Banana (Plantain),8,9 - 10,10 - 13,1kg,resource/images/vegetables/plantain-64.png
385,2024-05-08,Uttar Pradesh,Amaranth Leaves,13,15 - 17,16 - 21,1kg,resource/images/vegetables/amaranthleaves-64.png
386,2024-05-08,Uttar Pradesh,Amla,75,86 - 95,90 - 124,1kg,resource/images/vegetables/amla-64.png
387,2024-05-08,Uttar Pradesh,Ash gourd,22,25 - 28,26 - 36,1kg,resource/images/vegetables/ashgourd-64.png
388,2024-05-08,Uttar Pradesh,Baby Corn,52,60 - 66,62 - 86,1kg,resource/images/vegetables/babycorn-64.png
389,2024-05-08,Uttar Pradesh,Banana Flower,19,22 - 24,23 - 31,1kg,resource/images/vegetables/bananaflower-64.png
390,2024-05-08,Uttar Pradesh,Capsicum,43,49 - 55,52 - 71,1kg,resource/images/vegetables/capsicum-64.png
391,2024-05-08,Uttar Pradesh,Bitter Gourd,34,39 - 43,41 - 56,1kg,resource/images/vegetables/bittergourd-64.png
392,2024-05-08,Uttar Pradesh,Bottle Gourd,24,28 - 30,29 - 40,1kg,resource/images/vegetables/bottlegourd-64.png
393,2024-05-08,Uttar Pradesh,Butter Beans,47,54 - 60,56 - 78,1kg,resource/images/vegetables/butterbeans-64.png
394,2024-05-08,Uttar Pradesh,Broad Beans,26,30 - 33,31 - 43,1kg,resource/images/vegetables/broadbeans-64.png
395,2024-05-08,Uttar Pradesh,Cabbage,22,25 - 28,26 - 36,1kg,resource/images/vegetables/cabbage-64.png
396,2024-05-08,Uttar Pradesh,Carrot,42,48 - 53,50 - 69,1kg,resource/images/vegetables/carrot-64.png
397,2024-05-08,Uttar Pradesh,Cauliflower,24,28 - 30,29 - 40,1kg,resource/images/vegetables/cauliflower-64.png
398,2024-05-08,Uttar Pradesh,Cluster beans,43,49 - 55,52 - 71,1kg,resource/images/vegetables/clusterbeans-64.png
399,2024-05-08,Uttar Pradesh,Coconut,38,44 - 48,46 - 63,1kg,resource/images/vegetables/coconut-64.png
400,2024-05-08,Uttar Pradesh,Colocasia Leaves,17,20 - 22,20 - 28,1kg,resource/images/vegetables/colocasialeaves-64.png
401,2024-05-08,Uttar Pradesh,Colocasia,25,29 - 32,30 - 41,1kg,resource/images/vegetables/colocasia-64.png
402,2024-05-08,Uttar Pradesh,Coriander Leaves,6,7 - 8,7 - 10,1kg,resource/images/vegetables/corianderleaves-64.png
403,2024-05-08,Uttar Pradesh,Corn,30,35 - 38,36 - 50,1kg,resource/images/vegetables/corn-64.png
404,2024-05-08,Uttar Pradesh,Cucumber,25,29 - 32,30 - 41,1kg,resource/images/vegetables/cucumber-64.png
405,2024-05-08,Uttar Pradesh,Curry Leaves,29,33 - 37,35 - 48,1kg,resource/images/vegetables/curryleaves-64.png
406,2024-05-08,Uttar Pradesh,Dill Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/dillleaves-64.png
407,2024-05-08,Uttar Pradesh,Drumsticks,50,58 - 64,60 - 83,1kg,resource/images/vegetables/drumsticks-64.png
408,2024-05-08,Uttar Pradesh,Brinjal,24,28 - 30,29 - 40,1kg,resource/images/vegetables/brinjal-64.png
409,2024-05-08,Uttar Pradesh,Brinjal (Big),22,25 - 28,26 - 36,1kg,resource/images/vegetables/brinjalbig-64.png
410,2024-05-08,Uttar Pradesh,Elephant Yam,24,28 - 30,29 - 40,1kg,resource/images/vegetables/elephantyam-64.png
411,2024-05-08,Uttar Pradesh,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,resource/images/vegetables/fenugreekleaves-64.png
412,2024-05-08,Uttar Pradesh,French Beans,52,60 - 66,62 - 86,1kg,resource/images/vegetables/frenchbeans-64.png
413,2024-05-08,Uttar Pradesh,Garlic,156,179 - 198,187 - 257,1kg,resource/images/vegetables/garlic-64.png
414,2024-05-08,Uttar Pradesh,Ginger,100,115 - 127,120 - 165,1kg,resource/images/vegetables/ginger-64.png
415,2024-05-08,Uttar Pradesh,Onion Green,44,51 - 56,53 - 73,1kg,resource/images/vegetables/oniongreen-64.png
416,2024-05-08,Uttar Pradesh,Green Peas,44,51 - 56,53 - 73,1kg,resource/images/vegetables/greenpeas-64.png
417,2024-05-08,Uttar Pradesh,Ivy Gourd,26,30 - 33,31 - 43,1kg,resource/images/vegetables/ivygourd-64.png
